customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,num_support_calls,avg_session_duration,churn
22,47,Male,27,43.06611479244777,4813.449679474287,Month-to-month,Mailed check,DSL,No,No internet,4,67.69870383097924,0
23,55,Male,38,82.0734465601156,5213.310639855197,Month-to-month,Credit card,DSL,No internet,No internet,8,66.03758072006333,1
24,19,Male,58,84.29771018703043,3050.4017186660867,Two year,Credit card,Fiber optic,Yes,No internet,8,91.11736199430091,0
25,38,Female,62,83.69112792183189,5968.736798174971,Two year,Credit card,No,No internet,No internet,3,54.08570897759112,0
26,50,Male,46,90.0404361949651,3971.3359093396607,Month-to-month,Credit card,No,No,No,0,73.99462628146912,0
27,29,Male,11,53.49541298885016,3498.8051768764485,Two year,Mailed check,No,Yes,Yes,4,153.15917122807176,0
28,39,Female,8,67.61135354736996,3315.205901441988,Month-to-month,Mailed check,DSL,No,No,6,156.15947248742353,1
29,61,Male,71,76.44425695525103,3505.741250029745,One year,Bank transfer,DSL,No internet,Yes,8,116.72472129405786,0
30,42,Male,64,37.04575723714498,7746.312434481906,One year,Bank transfer,No,Yes,No internet,9,109.08296013899417,0
31,66,Male,21,79.19733749299506,5483.115774303657,Two year,Credit card,Fiber optic,No internet,No,8,82.60697139469995,1
32,44,Male,63,125.36105021904709,2590.15779257269,Two year,Electronic check,DSL,Yes,Yes,8,118.10281564670392,1
33,59,Female,64,127.64774055527391,5897.492974623966,Month-to-month,Electronic check,DSL,No,No internet,5,147.02906877435328,0
34,45,Male,20,73.50329034713394,2709.112367751037,One year,Bank transfer,Fiber optic,No,Yes,1,135.43399984452665,0
35,33,Female,8,87.44508057096596,1093.147771498942,Month-to-month,Bank transfer,Fiber optic,No,Yes,4,16.028117665206604,1
36,32,Female,58,24.374543177557364,3855.346823899628,One year,Mailed check,No,No internet,No internet,2,134.29209976295772,0
37,64,Male,46,107.6762323409176,6033.088487193471,One year,Bank transfer,DSL,Yes,No,5,132.3911034197503,0
38,68,Male,31,72.59876478309221,3083.5132960098376,Month-to-month,Bank transfer,DSL,No,Yes,4,26.828391237079444,1
39,61,Male,9,77.91209880083495,6966.475722174009,Month-to-month,Credit card,Fiber optic,No internet,No internet,9,35.54205198015144,1
40,69,Male,15,133.5774545333694,3156.9263622933026,Month-to-month,Electronic check,DSL,No internet,Yes,0,143.94444690065558,1
41,20,Female,26,80.03847649287908,2863.728301503181,One year,Electronic check,Fiber optic,Yes,Yes,9,105.02822830192233,0
42,54,Female,10,22.75499200962086,7986.1269195198065,One year,Mailed check,Fiber optic,No,Yes,9,149.6769283995626,1
43,68,Female,29,49.57381581297811,3911.528981621517,Month-to-month,Electronic check,DSL,No internet,No,1,41.40650293401721,0
44,24,Male,36,81.83067986007367,6461.247556736698,Two year,Credit card,Fiber optic,No,No,4,15.204510000077263,0
45,38,Female,37,75.17151805730964,6459.4056428733875,Month-to-month,Credit card,DSL,Yes,No,5,37.53009829410037,0
46,26,Male,71,131.8481178464625,7418.317763083517,One year,Mailed check,Fiber optic,No,No,0,86.93690769811326,1
47,56,Male,23,90.47787620980166,770.6709301573989,One year,Bank transfer,Fiber optic,No,No internet,6,98.95976845368328,0
48,35,Male,41,109.65264644896573,2242.640183772054,Month-to-month,Bank transfer,DSL,No internet,No,2,155.80919074895334,1
49,21,Male,28,81.0120286156511,6165.209923216828,Month-to-month,Credit card,Fiber optic,No internet,Yes,0,131.7540900748508,0
50,42,Male,48,77.15524542769144,4544.551789948663,Two year,Mailed check,DSL,Yes,No internet,6,178.36640888994353,0
51,31,Female,38,78.01726690166566,4520.958044600818,One year,Credit card,DSL,Yes,Yes,6,23.38233053381186,0
52,67,Female,31,73.41980406019906,1413.1008847749024,Month-to-month,Electronic check,DSL,Yes,No,9,32.137582331786625,0
53,26,Male,14,90.01584016104644,2321.1088115000452,Month-to-month,Electronic check,DSL,No internet,Yes,2,24.340450949496844,0
54,43,Female,29,52.55764222796848,4218.539277162202,Two year,Credit card,Fiber optic,Yes,Yes,5,101.53786791828342,0
55,19,Male,51,135.83717519943673,2289.7327809295075,Month-to-month,Bank transfer,DSL,Yes,Yes,3,55.36633103707542,0
56,37,Male,49,63.30112125220348,1761.234062319849,Two year,Electronic check,Fiber optic,No internet,Yes,3,126.2175998165078,0
57,45,Male,43,39.17809844305509,793.2728405829694,Month-to-month,Mailed check,No,Yes,No,8,32.55745103763141,1
58,64,Female,5,32.551562217706866,1330.23549419443,One year,Bank transfer,DSL,No internet,Yes,6,27.542537925561472,1
59,24,Male,42,21.74497896561659,6174.055323686586,Month-to-month,Electronic check,DSL,Yes,Yes,5,88.22812989880113,1
60,61,Male,7,74.97129021369199,5778.3555266192525,Two year,Credit card,DSL,No internet,Yes,8,73.90272005476507,1
61,25,Female,42,44.389428510905205,462.08610635482165,One year,Bank transfer,DSL,No,Yes,2,150.95803571916684,0
62,64,Female,36,22.814227336342228,1705.9442742184772,One year,Bank transfer,DSL,No internet,No,3,152.38419275730976,0
63,52,Female,27,87.60254101763809,4527.597239188458,Month-to-month,Electronic check,Fiber optic,No internet,Yes,8,29.96287353849078,1
64,31,Male,58,108.39721132459898,2648.7599694705077,Month-to-month,Mailed check,DSL,No internet,No internet,3,148.09487257314774,1
65,34,Male,46,31.147636618443567,6603.671861168291,Month-to-month,Electronic check,Fiber optic,Yes,No internet,6,105.90804700436559,0
66,53,Female,66,79.91970047955576,6301.4155305309605,Month-to-month,Electronic check,DSL,No internet,Yes,8,95.60490655903901,1
67,67,Male,25,116.67172821809707,7143.486407869065,Two year,Electronic check,DSL,No internet,Yes,3,26.109773961584505,1
68,57,Female,27,148.15488673109527,4547.156728890416,One year,Electronic check,DSL,Yes,No,8,135.73723072907922,1
69,21,Female,1,106.73474480353292,2881.404190491878,Month-to-month,Electronic check,DSL,No,No internet,6,20.137743007557326,1
70,19,Male,42,51.82914160523768,4887.91109986085,Two year,Credit card,DSL,No internet,No,3,57.207600840431994,0
71,23,Male,52,113.15197317126994,804.1797699891166,Two year,Electronic check,Fiber optic,Yes,Yes,2,26.22336090988393,0
72,59,Female,25,97.7308254865779,175.72954015759413,One year,Mailed check,Fiber optic,No,No internet,5,100.23049367295702,0
73,21,Female,54,47.5339075156012,235.03880895080738,One year,Bank transfer,DSL,No internet,No internet,2,119.68910998063069,0
74,46,Female,67,130.64440736018213,3319.5892096803077,Two year,Credit card,Fiber optic,No,No,6,161.4453749016722,1
75,35,Female,6,75.56257553958811,1901.8129934141998,One year,Mailed check,DSL,No internet,Yes,0,134.7582265693648,0
76,43,Male,58,145.05709511543637,1342.9678758203768,One year,Electronic check,DSL,No internet,No internet,6,173.38774781534036,0
77,61,Female,70,113.97713096821114,4961.075523383547,One year,Mailed check,No,No,No,2,139.36147159035568,0
78,51,Female,53,103.79321010213688,7961.250836644132,Month-to-month,Bank transfer,No,No,No internet,8,60.672427559716795,1
79,27,Female,66,114.68586887195305,1504.2503085627372,Two year,Mailed check,No,No,Yes,5,103.08941779573814,0
80,53,Male,58,82.1526124463688,4416.729251290117,One year,Electronic check,DSL,No internet,Yes,6,87.84973868440268,0
81,31,Male,2,85.67944211421761,1045.8473605991608,One year,Bank transfer,No,No internet,Yes,8,106.21468301834855,1
82,48,Female,22,130.6569601078167,7480.467884469898,Month-to-month,Electronic check,Fiber optic,Yes,No,5,107.2551877001067,1
83,65,Male,37,108.52070976365538,2404.865831707622,Month-to-month,Electronic check,Fiber optic,Yes,Yes,9,129.35718452973447,1
84,32,Male,20,136.64163227491343,7038.88457834269,Month-to-month,Credit card,No,Yes,No,1,24.117448489745932,1
85,25,Male,24,135.8074779646549,2336.303870077977,Month-to-month,Bank transfer,No,No internet,No internet,5,136.9466719098977,0
86,31,Female,65,146.9437044257524,6467.814593475084,One year,Bank transfer,Fiber optic,No,Yes,5,34.43641424965373,0
87,40,Female,65,111.02790564989344,1754.1125342216044,Month-to-month,Electronic check,No,Yes,No,1,14.455241836402644,0
88,57,Male,1,85.29922329602647,2413.0364982122105,Month-to-month,Mailed check,DSL,No internet,No,6,98.21394213344858,1
89,38,Female,3,41.62052102718071,1620.5553866887083,One year,Bank transfer,Fiber optic,No,No,8,108.85108331257345,1
90,33,Female,46,111.69947275416425,2187.65303501228,One year,Mailed check,DSL,Yes,Yes,9,15.924681919894917,0
91,62,Male,55,57.905103178790995,6695.439467133191,Month-to-month,Mailed check,No,No,No,3,97.6130895126039,0
92,35,Male,64,56.78318384485306,5148.35673061891,Month-to-month,Bank transfer,Fiber optic,No,Yes,4,100.87693542213017,1
93,64,Female,45,50.97741093824885,3306.4493838140697,Two year,Mailed check,No,Yes,Yes,5,18.924133215046794,0
94,41,Male,26,133.76586745568852,7775.016113949035,Month-to-month,Bank transfer,Fiber optic,Yes,No internet,0,130.9694984694949,0
95,43,Female,65,132.83537806868057,3772.4060643236326,Two year,Credit card,Fiber optic,No internet,No internet,7,45.74924930334585,0
96,42,Female,24,102.02615783310756,7761.103772944926,Month-to-month,Bank transfer,DSL,No,Yes,8,145.05806635030032,1
97,62,Male,35,81.48752757819565,1653.0366909957957,One year,Bank transfer,Fiber optic,Yes,No internet,0,62.83976206598164,0
98,58,Female,24,107.37487981284387,7246.6435742081,Month-to-month,Bank transfer,Fiber optic,Yes,No,3,91.24173034891686,1
99,46,Female,28,98.93982853879079,209.195412370208,Two year,Credit card,DSL,No,Yes,5,161.6146495012074,0
100,32,Male,16,74.04545228204036,4407.895298689484,Month-to-month,Mailed check,DSL,No,No internet,9,147.0505093649331,0
101,62,Male,59,69.35201277313246,3442.1139149069168,Month-to-month,Credit card,Fiber optic,No,No,0,142.91680835952738,0
102,18,Male,54,69.76326005889553,4248.193979228637,Month-to-month,Mailed check,DSL,Yes,Yes,2,37.273813594621664,0
103,42,Female,16,96.58734241028498,4472.214172386822,Two year,Bank transfer,DSL,Yes,No,6,18.184205738933496,1
104,24,Male,15,104.19701629570737,3173.3476971349164,Two year,Bank transfer,DSL,No internet,Yes,7,112.9790216157027,1
105,26,Male,11,78.72642795700746,7985.7629904001515,Month-to-month,Credit card,DSL,No,No internet,7,79.81757922310413,1
106,41,Male,65,145.9298885276956,7814.406803374944,Month-to-month,Credit card,No,Yes,No,4,164.54313699318058,1
107,18,Male,68,30.899943340582535,7697.788475966302,One year,Credit card,No,Yes,No internet,0,69.43085480572734,0
108,61,Female,43,65.11611337399101,7834.771874275044,Two year,Credit card,Fiber optic,No,No,0,79.79321966964679,0
109,25,Female,69,74.47970880630731,6364.797950278248,One year,Bank transfer,DSL,Yes,No,7,99.42009231831632,0
110,41,Male,13,22.199774650442606,7909.864784308022,Two year,Bank transfer,Fiber optic,No,No,4,145.38811315745903,0
111,28,Female,10,67.44443439686927,7149.645779673621,Month-to-month,Electronic check,Fiber optic,Yes,No,8,55.61083919713642,1
112,68,Male,41,55.58228923246953,3385.867832556127,Month-to-month,Credit card,Fiber optic,No,No internet,0,170.1095117176036,0
113,34,Male,50,85.7847151295725,6299.739156228921,Month-to-month,Credit card,Fiber optic,No,No,1,101.7865891626615,1
114,25,Female,71,63.733371133825,7305.3359764924435,One year,Mailed check,DSL,Yes,No internet,3,152.96613439964955,0
115,52,Female,59,114.40367754303996,5729.587981338031,Month-to-month,Mailed check,Fiber optic,No,No,9,99.3551421875232,1
116,52,Male,39,86.2912244029943,3439.980490468271,Month-to-month,Bank transfer,Fiber optic,No internet,Yes,6,141.23884327580228,1
117,50,Male,3,36.86909035451437,619.7429119297594,Month-to-month,Electronic check,No,No internet,Yes,3,18.741527922330093,1
118,22,Female,7,117.50797213876514,6496.605802778642,One year,Credit card,Fiber optic,No,No,7,145.86612188611232,1
119,59,Male,49,32.89975649074796,7626.668697699116,Month-to-month,Electronic check,DSL,No internet,Yes,6,99.0731030676902,1
120,56,Female,26,129.07639185031644,2963.4597558164182,Month-to-month,Electronic check,Fiber optic,Yes,No,4,86.40064999171904,0
121,58,Male,33,141.08488523120852,1300.0578028126229,Two year,Bank transfer,Fiber optic,Yes,No internet,6,28.97364332401754,0
122,45,Male,48,61.917887724031004,2679.38033181739,Month-to-month,Electronic check,DSL,No,Yes,7,136.06563161444723,1
123,24,Female,2,140.39854232418102,4702.716629608145,Month-to-month,Credit card,Fiber optic,Yes,No,2,32.297820925703604,1
124,26,Female,71,123.09106068592997,2603.7391259296655,One year,Bank transfer,DSL,Yes,No,2,42.69402817667882,0
125,25,Female,32,139.9166294304901,4923.887968551196,Two year,Electronic check,DSL,No internet,No internet,1,31.49195347064021,1
126,29,Female,4,106.6151177997102,7738.132634732581,One year,Bank transfer,DSL,Yes,No internet,3,11.11785331132155,0
127,51,Female,20,50.633725124784846,5398.802497130692,Month-to-month,Bank transfer,DSL,Yes,No,3,122.52534261142121,0
128,50,Female,36,136.28802079842643,2965.0089936564113,Two year,Mailed check,DSL,No internet,No,3,56.043487611173106,0
129,65,Female,32,43.95445990219669,7492.4484746251255,One year,Bank transfer,Fiber optic,No,No,1,35.40997806243621,0
130,40,Male,28,47.697871632279615,4568.518622739037,Month-to-month,Electronic check,DSL,No,No,6,64.39532202743655,0
131,41,Male,1,55.23818871824729,1114.1419484072767,One year,Mailed check,Fiber optic,No internet,No,9,94.84439756293513,1
132,54,Male,60,59.552020493256,4041.949941030716,One year,Credit card,Fiber optic,No internet,No,2,95.58012855032864,0
133,52,Female,56,86.88235347703397,5263.727914789394,One year,Credit card,DSL,Yes,No internet,9,72.42332141643311,0
134,61,Female,35,112.74945685642572,6722.209489952234,Two year,Credit card,No,Yes,Yes,0,94.13848607704293,0
135,57,Female,30,140.4070626720889,7498.166614990414,One year,Credit card,Fiber optic,No,No,1,82.64804782514899,0
136,39,Male,54,31.496886353615317,2607.5874563594434,Two year,Credit card,No,No,No,4,149.85309198736257,0
137,44,Female,36,144.06801708967066,1328.5476762243907,One year,Electronic check,Fiber optic,No internet,No internet,8,15.03437447350093,0
138,52,Female,55,139.77198572258573,683.2462733316711,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,3,157.56512266491796,0
139,18,Male,58,27.019907983535063,5933.001361395434,One year,Mailed check,No,No internet,No internet,5,51.46559346536631,0
140,52,Female,65,66.84174789990315,6381.750196451912,Month-to-month,Bank transfer,DSL,No,No internet,2,132.70297655616258,0
141,54,Male,69,125.70864073891374,3334.0477027325182,Month-to-month,Bank transfer,Fiber optic,No,No,8,78.856734777886,0
142,64,Male,51,99.50495091232214,3227.810716671669,One year,Electronic check,Fiber optic,No internet,No,1,60.03660396581363,0
143,31,Female,22,121.28221263963015,7638.472550071592,One year,Electronic check,No,Yes,No internet,7,114.60905340998036,1
144,20,Female,53,113.47433404268537,7341.782468134586,Month-to-month,Electronic check,DSL,Yes,No,2,140.71035120672772,0
145,18,Female,36,84.58011470653126,1942.8006251446413,Month-to-month,Mailed check,Fiber optic,No internet,No,7,86.48919702761263,1
146,22,Male,68,25.35834597372094,6268.380417223478,Month-to-month,Electronic check,DSL,No,No,2,89.31415332113177,0
147,43,Male,36,95.95486626838513,5019.333130240227,Two year,Bank transfer,No,No internet,Yes,3,20.00560241050551,0
148,31,Male,52,26.313664897708477,1318.3596390451553,Month-to-month,Mailed check,Fiber optic,No internet,Yes,7,167.07931670673344,0
149,56,Female,53,98.48447327956701,2918.491271983827,One year,Electronic check,No,Yes,No,9,153.972438395864,1
150,44,Female,50,124.05341212417817,1502.0362363291115,One year,Electronic check,No,No,No internet,3,77.65877388221408,0
151,26,Female,41,96.04892733124942,2431.732706692525,Month-to-month,Electronic check,Fiber optic,No,Yes,8,140.04160423729493,1
152,32,Female,18,149.6128345930206,4960.879288609478,Month-to-month,Bank transfer,Fiber optic,Yes,No internet,8,63.25745987043806,0
153,32,Male,22,79.2626450234563,3064.5972212431734,Month-to-month,Electronic check,Fiber optic,No,No,5,134.17170481217173,0
154,43,Male,66,117.34757026851837,3213.0702067032717,Two year,Bank transfer,Fiber optic,No,No internet,0,97.83759181589025,0
155,59,Male,21,106.73772792644797,4363.213611675799,One year,Mailed check,Fiber optic,Yes,No internet,8,88.33034277735774,0
156,30,Male,44,148.88611990255143,789.0706968496097,One year,Electronic check,DSL,No,Yes,8,19.6089095338795,0
157,68,Female,47,112.71847066002367,5936.498589810377,One year,Credit card,DSL,No,No internet,6,174.1217267075067,0
158,49,Female,39,41.323995089720626,3273.5053139653864,Month-to-month,Credit card,No,No internet,No internet,8,152.35952487933145,0
159,56,Female,29,144.2173018342413,3895.1369967983296,Month-to-month,Bank transfer,DSL,No,Yes,7,144.87597155769592,1
160,66,Male,54,106.81103943794898,7796.96785795159,Two year,Electronic check,Fiber optic,No internet,No,8,61.83575360113312,0
161,69,Male,17,27.713970004830685,2820.498417714207,Two year,Electronic check,DSL,No internet,No internet,8,59.23033135203472,1
162,49,Female,60,105.48387975199962,5220.929594194011,One year,Credit card,Fiber optic,No internet,No,6,107.44282642109037,1
163,21,Female,31,134.80552286772075,3200.7841066369047,One year,Mailed check,DSL,Yes,No,5,153.85794335844525,0
164,47,Male,49,95.01544205870326,7164.833477601057,Month-to-month,Mailed check,Fiber optic,Yes,No,1,168.8868290486709,1
165,54,Female,2,66.02255294416145,6789.3745092608115,Month-to-month,Bank transfer,DSL,No,Yes,6,55.717934421326945,1
166,40,Male,48,126.71825242918008,2008.8317469228361,One year,Credit card,Fiber optic,No internet,No,0,113.26051605430096,0
167,56,Male,14,121.72656106675782,5564.7911296261145,Two year,Bank transfer,Fiber optic,No,No internet,5,133.0634759818891,0
168,62,Male,59,90.7436800500691,614.8587675879354,Month-to-month,Bank transfer,Fiber optic,No,No,5,48.48666468114807,1
169,32,Female,58,40.06703008646704,7709.164577286132,Month-to-month,Mailed check,Fiber optic,No,No,6,79.26966713781214,1
170,60,Female,58,52.62824311801358,2857.0218533118446,Month-to-month,Credit card,No,No,No,1,41.87062653131892,1
171,46,Male,51,116.00291638419374,6671.55790341966,Month-to-month,Bank transfer,Fiber optic,No,No internet,3,128.8138632206168,0
172,53,Female,2,124.79068150134057,2615.6077920107487,One year,Mailed check,DSL,No internet,No,1,156.84347321268362,1
173,30,Male,41,56.30448614532867,5098.88885545529,Two year,Mailed check,DSL,No internet,No,3,159.18084027378137,0
174,49,Male,16,67.83806003428226,7870.367256676221,Two year,Electronic check,DSL,No internet,No,2,123.9151079837602,0
175,24,Male,4,30.09214508247337,7026.323918739879,Two year,Credit card,DSL,No internet,Yes,1,69.01590122964177,0
176,68,Male,12,112.75005328764497,1366.8906882487684,One year,Credit card,Fiber optic,Yes,No internet,1,122.37686406522326,0
177,39,Female,29,20.465080798004074,4425.158621880823,Month-to-month,Electronic check,No,No internet,Yes,2,156.92534361903915,1
178,45,Male,7,26.05039775847885,2853.4010787060524,Two year,Bank transfer,Fiber optic,No internet,No internet,9,116.39549176908315,0
179,19,Male,14,20.564728811931687,3531.2769280215052,Month-to-month,Mailed check,Fiber optic,No internet,No,3,80.19162985029713,0
180,59,Female,12,103.89154583389018,2747.9467208282717,Two year,Mailed check,DSL,Yes,No internet,6,166.3664676222298,0
181,62,Male,5,74.26032660107106,2754.078060744554,One year,Mailed check,DSL,No,No internet,3,151.9868208558025,0
182,23,Male,32,58.68107897463293,4386.17062583523,Month-to-month,Electronic check,No,Yes,No internet,6,160.013990842128,0
183,45,Female,43,138.65113134642434,1616.5156720729055,One year,Mailed check,DSL,No internet,No internet,3,163.54264357685005,0
184,45,Female,69,45.064363307958864,4345.423859343581,Month-to-month,Bank transfer,No,No internet,Yes,2,76.94809230225324,0
185,61,Female,45,70.61784134958208,2303.8269538665772,Month-to-month,Bank transfer,DSL,Yes,No internet,7,156.13863127624697,0
186,61,Male,9,142.24053412060772,2382.964943510217,Month-to-month,Electronic check,No,No,Yes,2,106.95944411193862,0
187,37,Female,49,75.52385316881552,5936.109429381419,Two year,Bank transfer,Fiber optic,Yes,Yes,7,16.487025504186814,0
188,47,Female,33,92.11017913411752,333.7894681234927,One year,Credit card,Fiber optic,Yes,No,1,118.09218060842,0
189,28,Male,18,30.443792654033384,3109.471525123076,Month-to-month,Credit card,No,No internet,No internet,2,90.0052171300642,0
190,45,Male,9,122.7216302961501,3319.521603213796,Month-to-month,Mailed check,DSL,Yes,No,3,56.776292061840564,1
191,42,Male,62,74.95864102147095,3932.3701037735646,One year,Mailed check,DSL,Yes,No internet,2,174.96513380799672,0
192,56,Male,57,124.06696619780284,5385.187095363355,Month-to-month,Credit card,DSL,Yes,Yes,5,19.362045909805595,0
193,50,Male,29,52.993693532278975,3020.525583622984,One year,Bank transfer,DSL,Yes,Yes,8,170.79915642020129,0
194,18,Female,25,74.9222375729833,1783.7831240209948,One year,Electronic check,Fiber optic,Yes,Yes,9,37.075400307888486,0
195,44,Female,15,122.25136172745134,7090.495440315838,Month-to-month,Mailed check,No,Yes,No internet,7,74.08799048109047,1
196,69,Female,6,146.60410971567316,7850.205150781574,Month-to-month,Mailed check,DSL,No internet,No internet,3,80.92997982128938,0
197,30,Male,42,27.751318170344952,258.11607606616917,One year,Credit card,No,No internet,No internet,1,134.27348817233838,0
198,58,Male,29,125.61930306445755,4417.088122905514,Month-to-month,Credit card,No,No internet,No internet,9,46.65356548523977,1
199,20,Male,4,59.08957879152433,2799.448794962666,Month-to-month,Electronic check,Fiber optic,No internet,No internet,0,177.63731334868166,0
200,56,Female,57,91.59662651583938,2288.217645558953,Month-to-month,Mailed check,No,Yes,No,3,137.33201496988391,1
201,23,Female,49,57.71199444359723,2752.0804878724903,Month-to-month,Bank transfer,Fiber optic,Yes,No internet,4,144.2919485189993,0
202,25,Male,44,99.74791143383872,5147.1342757669845,Two year,Bank transfer,Fiber optic,Yes,No,1,28.09289136153206,0
203,44,Female,14,65.99436798371681,1606.6564808153796,One year,Credit card,Fiber optic,Yes,No internet,2,90.97304161660654,0
204,26,Male,3,63.369935827098594,7311.599622097807,One year,Electronic check,Fiber optic,No internet,No internet,3,170.75358958130911,1
205,54,Female,62,24.931980681671618,3782.304747021859,Month-to-month,Credit card,DSL,No internet,No internet,2,55.91123216380711,1
206,50,Female,64,39.1048527674955,2672.0569818796944,Month-to-month,Electronic check,DSL,Yes,No internet,7,34.71522134164615,0
207,68,Female,45,139.22016585251225,6147.6975192260325,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,1,92.51705815991201,1
208,59,Male,58,149.77606575352203,229.138655365922,Two year,Electronic check,DSL,Yes,Yes,8,168.1668218407054,0
209,61,Female,20,121.46767486304884,3511.637639330491,Month-to-month,Bank transfer,No,Yes,No,5,92.75440615320663,0
210,41,Female,58,57.28564122055328,2906.8984479097167,One year,Electronic check,Fiber optic,No,No,0,78.82183149634201,1
211,32,Male,57,72.31786799766704,2771.858288918902,Month-to-month,Credit card,DSL,No,No internet,7,120.54631424134202,1
212,49,Female,68,116.13544913779076,2762.8637605156073,Two year,Bank transfer,DSL,No,No internet,9,169.2702798045937,1
213,49,Male,52,145.90676239481576,347.0438842034125,Two year,Mailed check,Fiber optic,No,No internet,5,18.339766364691233,0
214,41,Male,37,79.21125219481779,1301.7195837698341,Month-to-month,Mailed check,DSL,Yes,No internet,3,36.0772427310375,0
215,58,Male,8,127.8379139874887,1220.8927585680738,One year,Bank transfer,DSL,Yes,Yes,5,32.568232707524274,0
216,69,Male,44,146.7589599378332,7910.0229880742245,Month-to-month,Mailed check,No,Yes,No,1,24.50660699085816,0
217,66,Male,5,133.55151223728058,275.1094715358329,One year,Bank transfer,DSL,No,No,0,61.35803371022729,1
218,66,Female,69,49.5294670802725,1419.881885180786,Month-to-month,Credit card,Fiber optic,No,No,5,48.98253563045271,0
219,69,Male,31,21.04414230383098,7795.978618403705,Month-to-month,Credit card,DSL,Yes,Yes,7,103.27751525558699,0
220,29,Male,45,83.97062170049396,5063.227091099034,Month-to-month,Electronic check,No,No,No internet,4,65.63920169336956,1
221,56,Male,9,89.07690812038469,3660.2702527931774,Two year,Mailed check,Fiber optic,No internet,Yes,7,78.88533644783897,0
222,19,Male,32,46.162547391652055,722.211371066322,Two year,Mailed check,Fiber optic,No,Yes,2,170.11699738496813,0
223,20,Female,33,57.0076709530863,5390.323176899726,Month-to-month,Mailed check,Fiber optic,No,No,5,36.46145901579906,0
224,66,Male,67,119.4699109103111,1188.643602682016,One year,Bank transfer,Fiber optic,No,Yes,0,76.03774555511637,0
225,54,Female,30,81.14514363270739,5402.370365057534,Month-to-month,Credit card,DSL,No,No,2,53.7039128881929,0
226,66,Male,29,61.25603086803336,7835.494327880461,Month-to-month,Mailed check,Fiber optic,Yes,Yes,3,103.35821700081787,0
227,34,Female,3,100.94138355704952,4302.584003073926,Two year,Electronic check,DSL,No internet,No,4,135.17715851292954,0
228,66,Male,57,104.8587682768963,1791.2687705710202,Month-to-month,Mailed check,Fiber optic,Yes,No,2,148.88793848103705,0
229,19,Male,30,120.02145098930428,5039.741631948826,One year,Electronic check,Fiber optic,No,No internet,7,97.60043806795215,1
230,19,Female,9,40.37220844917949,4152.144533551134,Month-to-month,Mailed check,No,No,No,4,155.33582055958024,1
231,45,Male,26,116.39724280250874,4311.808082524104,Month-to-month,Mailed check,DSL,No,Yes,6,143.46283633914396,1
